Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Company_Type,Work_Experience_Years,Monthly_Income,Annual_Income,Existing_Loans,Existing_EMI,Credit_Score,Credit_History,Bank_Balance,Loan_Amount_Requested,Loan_Purpose,Loan_Term_Years,Interest_Rate,Loan_Status
34,Male,Single,4,High School,Salaried,Government,6,173784,1370773,4,1977,602,Good,3764452,3131503,Education,15,16.43,0
28,Female,Married,0,Graduate,Salaried,Private,26,164460,1164046,1,42241,790,Good,1124607,2659992,Education,4,17.73,1
35,Female,Single,2,Graduate,Salaried,Private,8,184934,2437049,4,46512,888,Bad,1728314,789020,Education,17,15.21,1
47,Male,Single,5,Post Graduate,Self Employed,Government,3,37523,2060475,3,5572,416,Good,2330200,4385719,Business,15,13.31,0
33,Female,Married,4,High School,Salaried,Private,28,92002,246475,2,17163,817,Bad,4530065,162749,Business,23,15.96,1
51,Female,Single,3,High School,Self Employed,Private,25,28206,3213862,4,35076,324,Good,2577270,1220366,Home,24,9.84,0
55,Male,Married,2,Post Graduate,Salaried,Government,24,166259,1817858,3,14049,511,Good,1936572,628433,Business,15,16.6,0
26,Female,Married,5,High School,Self Employed,Private,13,59353,1844027,2,12491,628,Good,657892,4234311,Education,5,15.6,1
25,Female,Single,0,High School,Salaried,Government,27,185378,3262516,1,40702,836,Good,849073,4379369,Personal,27,8.84,1
42,Male,Single,3,High School,Salaried,Business,7,57945,1003287,1,12058,884,Good,4497035,212925,Business,10,16.36,1
43,Male,Single,2,Post Graduate,Self Employed,Business,10,270555,2117430,4,27201,596,Bad,4079895,1464268,Education,28,16.14,0
45,Female,Married,3,High School,Self Employed,Government,34,46286,2886529,4,36016,355,Bad,568009,2006820,Personal,9,17.17,0
54,Female,Married,2,Graduate,Self Employed,Private,30,194656,1136707,4,40931,766,Good,4550965,4173384,Business,24,16.91,1
46,Female,Single,2,High School,Self Employed,Business,33,259028,936726,1,27180,343,Good,588952,4780596,Business,2,10.61,1
25,Female,Single,1,Graduate,Self Employed,Government,16,221619,321277,4,32293,665,Good,2362031,4274352,Car,27,12.63,1
46,Male,Married,4,High School,Self Employed,Government,20,54584,1267130,3,13762,817,Bad,4323162,1051223,Business,7,15.86,1
40,Male,Single,2,Graduate,Self Employed,Private,25,243422,1274808,0,22841,714,Good,4056200,4314981,Business,8,15.47,1
26,Male,Single,0,High School,Self Employed,Private,27,222243,3018070,0,19811,798,Good,2691973,885528,Home,4,15.88,1
26,Male,Married,5,Graduate,Salaried,Private,21,289138,2247751,4,31559,651,Good,3352683,2135135,Education,1,9.56,1
38,Male,Single,4,Graduate,Salaried,Government,2,255579,3172137,3,15425,500,Good,962852,2688443,Car,1,15.73,0
24,Female,Single,1,High School,Salaried,Business,27,262682,2744299,3,36661,420,Good,2398851,522864,Business,12,8.12,0
37,Female,Single,4,Post Graduate,Self Employed,Government,1,124916,1858120,3,44700,859,Bad,1271400,469258,Education,21,12.32,0
34,Male,Single,4,High School,Self Employed,Private,19,99439,350154,2,34796,645,Good,1960947,2427068,Business,24,7.62,1
34,Male,Married,2,Post Graduate,Salaried,Private,7,66125,1184606,3,5976,305,Bad,2376309,4558084,Home,20,11.98,0
33,Male,Married,0,Post Graduate,Self Employed,Government,24,74015,3518336,1,43248,336,Good,971768,4384027,Home,16,9.7,1
27,Female,Married,2,Post Graduate,Salaried,Private,14,140963,1814754,1,49658,790,Good,4315497,3477050,Education,17,12.71,1
35,Female,Married,0,Post Graduate,Self Employed,Private,29,251834,1089461,3,2051,525,Good,3012966,1848967,Personal,14,14.84,0
39,Female,Single,0,Post Graduate,Self Employed,Government,33,82056,468087,0,14774,670,Good,3924892,236341,Business,19,7.34,1
55,Male,Single,3,Post Graduate,Self Employed,Business,3,266573,2778282,2,22153,448,Good,2128364,3248722,Personal,11,9.9,1
37,Male,Single,2,High School,Self Employed,Private,21,31143,1104774,1,37931,533,Bad,1966744,2819513,Education,3,8.65,0
55,Male,Single,1,Graduate,Salaried,Business,24,71160,2092143,1,17344,863,Good,2841272,4769588,Car,25,9.02,1
39,Male,Married,5,Graduate,Salaried,Business,8,267833,1949829,1,2946,390,Bad,1916247,3839826,Car,4,13.4,1
40,Male,Single,4,High School,Salaried,Business,22,288800,3187859,2,32829,366,Good,600078,366742,Business,20,7.7,1
56,Female,Single,3,High School,Self Employed,Business,11,26076,1923287,3,47077,333,Bad,4913449,3582427,Business,4,14.77,0
55,Male,Married,1,High School,Salaried,Private,13,98291,2835753,2,41309,478,Good,3740010,4743060,Car,13,9.56,1
52,Female,Married,5,Post Graduate,Salaried,Private,6,88305,563555,3,32772,448,Good,1318853,1215503,Home,5,17.56,0
60,Female,Married,5,Post Graduate,Salaried,Government,30,279110,2373541,4,39306,758,Good,2731366,607718,Business,7,17.28,1
44,Female,Single,2,Graduate,Salaried,Private,5,276904,580669,1,5620,711,Bad,2796782,4515133,Education,4,15.05,1
37,Female,Married,0,High School,Salaried,Government,22,61157,1000651,0,21576,303,Bad,18589,3916803,Business,23,15.66,0
27,Female,Single,2,Graduate,Salaried,Business,18,269792,2971778,2,28846,603,Good,3995469,3460055,Education,13,14.91,1
21,Male,Single,5,Graduate,Self Employed,Government,20,231685,1754651,2,16397,640,Good,3494814,2847644,Car,21,14.99,1
55,Male,Married,2,Post Graduate,Self Employed,Government,18,232495,1583499,1,29714,528,Bad,1797577,1238525,Business,4,8.98,1
52,Male,Married,3,Post Graduate,Self Employed,Private,18,132579,2267254,1,5644,348,Good,2430446,4174649,Home,8,17.19,1
56,Female,Married,1,Graduate,Self Employed,Government,33,267106,3122383,0,36735,406,Bad,3092646,1690471,Education,15,15.82,1
33,Female,Single,5,Post Graduate,Salaried,Business,12,34357,899627,0,24084,495,Good,1380262,679162,Home,28,13.3,0
26,Female,Single,3,Post Graduate,Salaried,Private,24,283863,1062798,1,7102,605,Good,4215769,1721604,Education,24,8.83,1
34,Female,Single,1,Post Graduate,Self Employed,Private,32,48535,3274485,3,48362,483,Good,4727050,4670383,Personal,9,15.54,0
57,Female,Married,3,Graduate,Salaried,Private,20,275622,3095222,1,29249,564,Bad,1694124,3910006,Home,16,16.99,1
35,Female,Single,4,Graduate,Salaried,Business,33,193387,601566,0,27421,659,Bad,4077248,738018,Home,12,12.19,1
24,Male,Single,0,Graduate,Salaried,Government,24,106923,2974324,1,23702,419,Good,2842283,4748830,Home,14,7.95,1
60,Female,Single,0,High School,Self Employed,Private,17,186095,766292,0,2239,328,Good,3445431,3840808,Home,4,17.64,1
36,Female,Single,0,Graduate,Salaried,Government,10,163373,821969,4,20096,818,Bad,521865,2926654,Home,4,8.88,1
48,Male,Married,4,Post Graduate,Self Employed,Business,18,287485,2496815,3,45382,701,Bad,4157627,4861962,Car,23,15.74,1
36,Female,Single,5,Graduate,Self Employed,Business,33,269490,3041727,0,27585,749,Good,4567568,2529145,Business,6,17.83,1
24,Male,Married,5,High School,Salaried,Business,1,86834,2958422,2,32406,854,Bad,1172025,2907659,Home,20,10.21,1
46,Male,Married,4,Post Graduate,Self Employed,Private,29,185452,1654690,2,35186,840,Good,1653073,1701830,Personal,30,8.09,1
48,Male,Single,0,Graduate,Self Employed,Private,14,21353,1098577,3,29340,700,Good,4091936,3286662,Education,18,15.92,0
52,Female,Single,0,Graduate,Self Employed,Government,10,20236,2986378,3,35725,458,Good,1962865,1275622,Car,2,7.76,0
22,Male,Married,1,Post Graduate,Self Employed,Government,23,84247,478904,2,22532,753,Good,4284956,329155,Business,16,12.81,1
51,Male,Single,1,Graduate,Self Employed,Private,3,273354,2727376,4,35274,794,Good,527657,2601684,Car,11,15.04,1
23,Female,Married,2,High School,Salaried,Business,18,228905,3135429,4,12141,710,Good,3367531,2807086,Car,20,14.05,1
28,Male,Single,3,Post Graduate,Salaried,Business,28,140739,3491159,0,1056,703,Good,1960278,4932363,Personal,13,13.22,1
44,Female,Single,1,Graduate,Self Employed,Private,13,35103,1744420,3,27740,601,Good,3868298,976681,Business,6,9.75,0
35,Female,Married,1,Post Graduate,Self Employed,Government,16,270814,2058703,2,19269,880,Good,2842072,1448157,Personal,6,10.48,1
51,Male,Single,1,Graduate,Self Employed,Business,7,72400,1797532,3,48556,368,Good,3473150,168425,Personal,26,10.94,0
29,Female,Married,1,Graduate,Self Employed,Private,12,167341,1078651,2,34569,748,Bad,2719208,2546296,Business,22,14.21,1
59,Female,Married,4,Post Graduate,Self Employed,Government,22,71965,878451,2,21752,703,Bad,4046413,2730201,Car,26,14.48,1
22,Male,Single,2,Graduate,Self Employed,Government,28,216447,1234985,0,2003,862,Good,4388470,3152116,Car,17,8.93,1
28,Male,Married,1,Graduate,Self Employed,Business,10,124030,2863131,3,5192,634,Bad,4568763,1026592,Car,15,7.25,0
27,Male,Single,5,Post Graduate,Salaried,Business,15,95558,3139855,4,14992,553,Bad,2184983,604613,Personal,5,7.81,0
59,Male,Single,3,Graduate,Self Employed,Business,22,95855,3080169,3,40675,630,Bad,1837646,979733,Business,14,14.52,0
36,Female,Single,1,Graduate,Salaried,Business,11,269561,3095895,2,40069,843,Good,246806,4430651,Car,5,8.04,1
55,Male,Married,4,Post Graduate,Salaried,Government,23,60656,2273937,4,26678,583,Good,2853394,2478145,Education,26,10.44,0
50,Male,Single,5,High School,Self Employed,Private,30,59330,2323759,2,35200,444,Good,2008068,3753457,Personal,14,13.06,1
30,Male,Single,0,High School,Salaried,Government,0,68920,1771280,3,39178,493,Good,831213,1770317,Home,7,13.07,0
58,Female,Married,0,High School,Self Employed,Business,25,238713,2323056,2,3434,390,Bad,4443119,2687863,Car,24,12.91,1
38,Female,Married,2,High School,Salaried,Private,16,213276,2766537,1,13712,564,Good,2426467,4062684,Personal,8,17.12,1
25,Female,Married,0,High School,Salaried,Government,16,67035,1777252,4,39163,863,Good,2458843,1062521,Business,9,11.88,1
49,Female,Married,1,High School,Self Employed,Private,26,104453,2673688,0,30920,638,Good,3280946,4166183,Business,27,8.83,1
59,Female,Single,4,Post Graduate,Salaried,Government,24,76837,1191790,1,44687,463,Good,4692035,2252119,Home,28,7.6,1
54,Male,Single,2,Post Graduate,Salaried,Private,29,164402,2208305,2,25140,868,Good,1241249,2881329,Car,16,12.65,1
43,Female,Single,5,Post Graduate,Salaried,Government,24,100750,3302802,3,4186,674,Good,863531,3424925,Home,23,13.66,1
25,Female,Single,1,Graduate,Salaried,Government,31,115204,827082,2,44520,776,Bad,3689821,2968384,Business,24,13.35,1
50,Female,Married,0,High School,Self Employed,Business,11,128939,736680,0,8549,822,Good,4439167,4239777,Car,16,9.11,1
26,Male,Married,3,High School,Salaried,Government,20,139820,1763972,3,22791,331,Good,870359,816173,Education,29,7.47,0
24,Male,Single,1,Post Graduate,Self Employed,Business,33,282485,1306245,4,3528,424,Good,4436553,1317879,Education,8,16.64,0
49,Female,Married,3,Graduate,Self Employed,Government,0,245201,2296492,4,25484,771,Bad,4617856,1092461,Education,20,11.89,0
43,Male,Married,5,Graduate,Self Employed,Private,12,125035,2403941,2,9218,363,Good,4277968,2209428,Home,12,8.17,1
26,Female,Married,3,Post Graduate,Self Employed,Private,20,83204,2921418,1,28721,582,Good,1834187,2021150,Car,20,14.26,1
52,Male,Married,5,High School,Salaried,Business,0,299574,2199023,3,8501,395,Good,3136966,2365258,Education,23,14.18,0
38,Male,Married,2,Graduate,Salaried,Government,12,217628,2499306,1,25143,408,Good,290388,3472511,Home,27,13.74,1
35,Female,Single,4,High School,Salaried,Business,30,132332,1704495,2,30867,663,Bad,751666,504326,Car,12,9.55,1
60,Male,Single,0,Graduate,Salaried,Private,22,69020,3296023,3,31840,422,Good,78340,862431,Business,27,16.35,0
52,Female,Married,0,High School,Self Employed,Government,2,107262,3102445,4,46988,678,Good,2510700,2080720,Education,2,7.97,0
29,Female,Married,1,Graduate,Self Employed,Business,10,25547,3085231,4,33395,422,Good,2409958,4298208,Education,26,8.29,0
57,Female,Single,0,High School,Salaried,Private,28,208229,2796313,2,42617,475,Good,4570703,98764,Home,23,11.23,1
30,Male,Single,2,High School,Self Employed,Private,17,198001,2705968,3,45015,654,Good,1375988,4486681,Home,9,16.9,1
40,Male,Married,0,High School,Self Employed,Government,24,49703,3237721,2,26161,416,Good,1764993,2740677,Education,6,16.05,0
26,Female,Married,1,Post Graduate,Self Employed,Government,33,296337,1093719,4,12393,589,Good,590288,2864394,Business,29,17.0,0
23,Female,Married,0,High School,Self Employed,Government,17,226316,3489027,0,27479,853,Good,2479674,4148939,Home,17,14.71,1
31,Male,Single,4,High School,Self Employed,Business,0,132382,1739184,1,18714,648,Good,4917975,3883866,Home,15,13.84,0
37,Female,Married,5,Graduate,Self Employed,Business,27,26466,2003273,2,28059,445,Good,156784,1309999,Education,13,15.62,0
52,Male,Married,3,Graduate,Self Employed,Government,3,107756,3041249,0,4067,497,Good,2308280,1215554,Home,23,9.2,1
24,Male,Married,3,Post Graduate,Self Employed,Government,20,273600,2180267,4,10681,518,Bad,1128065,4186907,Education,29,8.23,0
24,Male,Married,5,Graduate,Self Employed,Government,5,81041,2992793,2,44670,466,Good,2204427,750078,Education,18,17.23,1
37,Female,Married,3,High School,Salaried,Private,20,213268,1726290,4,30751,610,Good,880495,1177223,Car,7,16.21,0
39,Female,Married,4,Post Graduate,Salaried,Government,29,289002,1198932,4,30214,686,Good,1925153,1567420,Home,9,11.64,1
25,Male,Married,2,Post Graduate,Self Employed,Business,19,210680,3550802,2,40334,575,Good,3130391,4357228,Education,19,15.56,1
52,Female,Married,1,Post Graduate,Salaried,Private,31,174768,2393598,0,12109,420,Good,4178188,3697779,Home,27,12.61,1
42,Female,Single,4,High School,Self Employed,Government,30,137617,580989,2,34210,365,Bad,3605687,281491,Personal,30,7.18,1
26,Male,Single,1,High School,Self Employed,Business,24,144663,506535,4,22707,432,Good,339548,2292169,Personal,5,7.17,0
55,Male,Single,2,Graduate,Salaried,Private,4,181611,2638821,3,3111,533,Good,1974143,1797084,Personal,8,12.2,0
42,Female,Married,4,Graduate,Salaried,Private,7,37236,2170258,4,46962,352,Good,4177317,3571858,Car,11,13.45,0
21,Male,Single,0,Graduate,Self Employed,Business,16,172795,269325,2,4086,504,Good,1258710,3168679,Car,18,16.05,1
40,Female,Single,2,Post Graduate,Self Employed,Business,14,62704,2238114,0,9054,880,Good,1263855,980659,Personal,30,13.49,1
42,Male,Single,3,High School,Salaried,Private,19,215060,2946257,4,44269,366,Good,1587279,2867575,Business,9,13.52,0
31,Male,Single,4,Graduate,Self Employed,Business,28,289360,572888,0,45253,609,Bad,3470861,2440242,Home,27,17.96,1
33,Female,Single,2,High School,Salaried,Private,27,25121,3033711,0,29938,534,Good,1626786,2163475,Car,13,7.02,0
23,Female,Married,2,Post Graduate,Self Employed,Private,7,129144,1855728,1,26010,318,Good,958813,365975,Education,9,10.83,1
29,Female,Single,4,High School,Self Employed,Private,13,281842,562390,0,27551,878,Good,198340,1459737,Home,14,17.22,1
32,Female,Married,3,High School,Salaried,Private,32,20069,3167243,4,47883,436,Good,2078622,4039219,Education,22,11.21,0
43,Female,Married,5,Post Graduate,Self Employed,Government,33,221408,314847,4,49774,482,Good,4728471,3662272,Business,11,9.64,0
34,Male,Single,3,Graduate,Salaried,Business,28,142925,3290482,2,12061,550,Good,3247922,1305753,Car,19,11.82,1
53,Male,Married,2,High School,Self Employed,Government,21,203358,2624053,2,5719,322,Good,3230611,3199595,Education,24,15.45,1
38,Female,Single,1,High School,Salaried,Government,2,141569,2323675,0,11989,630,Bad,4803419,3156048,Personal,22,15.39,0
29,Male,Married,5,Post Graduate,Self Employed,Government,22,63504,2749961,3,15619,820,Good,2007087,538396,Car,20,10.67,1
43,Female,Married,5,High School,Salaried,Government,2,283194,1671921,4,23506,341,Good,3755151,4230051,Education,17,8.29,0
30,Male,Single,2,High School,Salaried,Private,5,37598,1116314,0,12248,882,Good,1699896,791247,Car,29,17.61,1
39,Male,Married,4,High School,Salaried,Private,22,21814,1478603,2,18948,320,Good,2735720,831292,Education,25,9.53,0
25,Female,Married,4,Post Graduate,Salaried,Private,11,41347,3140460,4,33155,411,Good,3513402,3949270,Personal,29,17.2,0
43,Female,Married,4,High School,Salaried,Private,4,139007,1168611,1,49628,678,Good,23031,1847516,Personal,30,11.44,1
50,Female,Married,3,Post Graduate,Salaried,Government,4,277318,3331700,2,8328,821,Good,2914895,2222298,Education,8,17.87,1
45,Male,Married,0,Graduate,Self Employed,Private,2,256173,2634976,1,34422,489,Bad,172192,3272713,Education,13,9.73,0
48,Female,Married,4,High School,Salaried,Government,3,117941,1697987,4,6706,399,Bad,4259482,1478558,Car,13,14.36,0
54,Female,Married,4,Post Graduate,Self Employed,Private,23,288816,2516756,3,27109,878,Bad,4541625,276144,Education,10,16.02,1
45,Female,Married,5,Post Graduate,Self Employed,Business,4,190735,1938963,0,32353,654,Good,3931395,4873988,Personal,14,11.47,1
30,Female,Single,1,High School,Salaried,Business,30,74309,2302705,0,36039,792,Good,1662713,4589672,Education,27,8.62,1
34,Female,Married,1,Post Graduate,Self Employed,Business,34,273785,2834931,3,13258,311,Good,1374607,936153,Car,15,8.07,0
50,Female,Single,2,Graduate,Self Employed,Business,18,201594,2182829,0,6113,342,Good,1337434,2253221,Car,24,9.48,1
45,Male,Single,2,Graduate,Salaried,Private,7,110646,3171617,0,36589,301,Bad,3858689,3630235,Education,16,7.6,1
34,Male,Married,2,Graduate,Salaried,Business,27,40961,3599565,1,2911,631,Good,4498463,2725693,Business,11,16.55,0
55,Male,Married,4,Graduate,Salaried,Business,22,39153,3561353,0,29087,865,Good,1160249,3874768,Home,11,14.75,1
54,Male,Single,1,Post Graduate,Salaried,Government,6,87731,2730488,1,15024,456,Good,4355729,1907085,Personal,18,14.17,1
30,Female,Single,2,Post Graduate,Self Employed,Business,12,266879,1024019,0,7940,371,Good,922340,3311361,Car,19,14.65,1
55,Female,Single,1,Graduate,Salaried,Private,20,269928,3332415,0,24095,570,Bad,117186,507493,Car,30,13.99,1
31,Male,Married,4,Graduate,Salaried,Government,5,171882,3226941,2,27103,325,Good,2231095,2077884,Business,20,7.39,1
31,Male,Married,5,Graduate,Salaried,Private,9,56912,1353314,3,48960,731,Good,1123183,3932818,Business,2,13.34,1
41,Male,Married,4,Graduate,Self Employed,Government,26,269053,1220942,2,1733,468,Good,482812,4631947,Car,2,11.54,1
41,Female,Single,2,Graduate,Self Employed,Private,25,188440,2750758,0,18406,547,Good,3081565,3795773,Education,8,8.74,1
42,Female,Married,4,Post Graduate,Salaried,Business,27,83519,1526874,1,41112,367,Bad,1209744,606610,Education,11,14.33,1
27,Female,Married,4,Graduate,Salaried,Government,15,112699,667837,0,49050,439,Good,4823145,4203765,Personal,15,11.71,1
37,Male,Married,1,Graduate,Salaried,Business,27,252242,1604046,4,2413,733,Good,3568211,644544,Home,4,9.82,1
